1,https://www.xiaohongshu.com/discovery/item/67e77be1000000001200c0e0?source=webshare&xhsshare=pc_web&xsec_token=ABoUB9-uPtKlldFJwmjNqEJ7QG3SmhOHlBJDnSPM1-BCA=&xsec_source=pc_share,恋爱受挫一直走不出来，想听听大家的意见 - 小红书
2,https://www.xiaohongshu.com/discovery/item/67f4aa1a000000001c0146fa?source=webshare&xhsshare=pc_web&xsec_token=ABi1JD0CQ6yJ_h-VQqMDQTk3u1QK70V65lU7kFNZ2YY7E=&xsec_source=pc_share,恋爱求助帖系列二 - 小红书
3,https://www.xiaohongshu.com/discovery/item/67d63e4a000000000b015e90?source=webshare&xhsshare=pc_web&xsec_token=ABSbSRI2eto0dnkz3uNke2PtUu0CKzg2FvuQL4hY7k8A8=&xsec_source=pc_share,恋爱问题求助?? - 小红书
4,https://www.xiaohongshu.com/discovery/item/67e50b2b0000000003028ef7?source=webshare&xhsshare=pc_web&xsec_token=ABsaXrxc1XEdKAJG7FqfKIbWJixHN4-9X4wWcB99D_DjI=&xsec_source=pc_share,女朋友意外怀孕，该怎么去安慰她，让她别那么焦虑我们俩都是大学生措施都做了，还吃了??，但是测出来有两条杠，查了很多资料，我看她焦虑不安的样子，想出钱带她去打掉，要怎么跟她说才能让她舒服一点她现在整天提心吊胆，怕室友知道，怕我不负责#年轻人谈恋爱 #情感问题 #当代女生感情观 #求助#万能的小红书 - 小红书
6,https://www.xiaohongshu.com/discovery/item/67092669000000002c0160b6?source=webshare&xhsshare=pc_web&xsec_token=ABRsbF9HBnbYp3Vc1Xg-pPbT_nota0v3lCdnpi4FvZqTM=&xsec_source=pc_share,恋爱中觉得不舒服但是又不好说 - 小红书
7,https://www.xiaohongshu.com/discovery/item/66edb789000000000c0185fb?source=webshare&xhsshare=pc_web&xsec_token=ABofp9kI0CFVaTZmf_FHLpklHYmQXuQnlPKniFUIuGvXY=&xsec_source=pc_share,和男朋友沟通社会话题. 总是吵架怎么办 - 小红书
8,https://www.xiaohongshu.com/discovery/item/67ee8707000000001c003208?source=webshare&xhsshare=pc_web&xsec_token=ABTeE_qhH1aFwFSEEpDEEQqxNYSLLt6TGefX5Cwcq7I6E=&xsec_source=pc_share,感情危机了！真诚求助，谢谢大家 - 小红书
9,https://www.xiaohongshu.com/discovery/item/67bd50270000000029025c83?source=webshare&xhsshare=pc_web&xsec_token=ABnmCl69douqLOuICwW8CleIYtteGCvQZQ7jXtSUi1vrM=&xsec_source=pc_share,求助帮忙分析一下感情问题！！ - 小红书
10,https://www.xiaohongshu.com/discovery/item/67eda01b000000001c009aee?source=webshare&xhsshare=pc_web&xsec_token=AB_9DQEkpYcqBm01bnDMbpmdyhOvQqrS6AdfT17E933Tc=&xsec_source=pc_share,求助，恋爱六个月男朋友要分手了 - 小红书
11,https://www.xiaohongshu.com/discovery/item/67f1c85c000000001a004d14?source=webshare&xhsshare=pc_web&xsec_token=ABSyeDgLAnST7Ru_f5eKROVfxQlr04zie2sqA9-ZOX1Yo=&xsec_source=pc_share,如图 情感求助 - 小红书
12,https://www.xiaohongshu.com/discovery/item/67bf167d0000000009039beb?source=webshare&xhsshare=pc_web&xsec_token=ABQ5YMmyryMstvxbBNn25B2Y59o4aL67H-w7DCbG3NJs4=&xsec_source=pc_share,求助??是否该为了男朋友辞掉工作去美国？ - 小红书
13,https://www.xiaohongshu.com/discovery/item/67d52063000000001e003b84?source=webshare&xhsshare=pc_web&xsec_token=AB_Kz04f0GNf6daDeXo1YC55mAmBMQIym_qo31CVvTFpU=&xsec_source=pc_share,异地恋问题求助&amp;感情问题求助 - 小红书
16,https://www.xiaohongshu.com/discovery/item/67deb40d000000001c03cc53?source=webshare&xhsshare=pc_web&xsec_token=AB238z7Ia9pf5OO_AkXiX5pt4bPg9hWdN8cUYgooIfPJY=&xsec_source=pc_share,双方都觉得累，是不是分手才是最好的选择？ - 小红书
17,https://www.xiaohongshu.com/discovery/item/67c6eed3000000002503da99?source=webshare&xhsshare=pc_web&xsec_token=ABSX8N7ZT5d5gvKHk3i7EmG014407lMmbUbJKfOhQ5iok=&xsec_source=pc_share,求助！应该怎么跟她沟通啊？ - 小红书
18,https://www.xiaohongshu.com/discovery/item/65a249ba000000001101cd90?source=webshare&xhsshare=pc_web&xsec_token=ABDGqzM5wplQ5wr8KJsIrg-rp8Am5DVg1HCl2oxECvZtQ=&xsec_source=pc_share,求助万能的网友，能不能帮帮我?? - 小红书
19,https://www.xiaohongshu.com/discovery/item/67473a670000000002029940?source=webshare&xhsshare=pc_web&xsec_token=ABQaQ3gK9bYzh35vkfOwKLwf9XenGCIc-qEXR_BXUXmBM=&xsec_source=pc_share,情感咨询帖 求助！ - 小红书
21,https://www.xiaohongshu.com/discovery/item/67ee85e2000000001d002a5c?source=webshare&xhsshare=pc_web&xsec_token=ABTeE_qhH1aFwFSEEpDEEQq6Wn0Cx-TSJUmvq6-i4x89U=&xsec_source=pc_share,求助｜这段感情该结束吗 - 小红书
22,https://www.xiaohongshu.com/discovery/item/67bdf0580000000028028356?source=webshare&xhsshare=pc_web&xsec_token=ABnmCl69douqLOuICwW8CleFLOyeXd_L-YwAfRi8liIb8=&xsec_source=pc_share,求助，本人恋爱脑，想知道这种处境我该如何 - 小红书
23,https://www.xiaohongshu.com/discovery/item/67cefebf0000000028034524?source=webshare&xhsshare=pc_web&xsec_token=ABRBso9qY8K3ubS3fk4utZnOaZdawgCwxqXZPM4zF8G88=&xsec_source=pc_share,异国恋就是跨不过的坎 - 小红书
25,https://www.xiaohongshu.com/discovery/item/65bd2fb3000000001100f649?source=webshare&xhsshare=pc_web&xsec_token=ABBzZxz4b3EpnDF5Vn-XOLuEoQsvi0J8WIxZhT0eM5mLI=&xsec_source=pc_share,恋爱迷茫了?????? - 小红书
29,https://www.xiaohongshu.com/discovery/item/6624937600000000010326fe?source=webshare&xhsshare=pc_web&xsec_token=AB-E90scTEYBEf5WYPYVf3_HIwsB98y7Er2d7Stz2rFFg=&xsec_source=pc_share,有问题要共同解决 - 小红书
30,https://www.xiaohongshu.com/discovery/item/6640c506000000001e019148?source=webshare&xhsshare=pc_web&xsec_token=ABQrqFc2xIP9DyLHWRsvO229xkTIxRdlsX3JimJwIyJgI=&xsec_source=pc_share,??家人们被女朋友吐槽帮不上忙该怎么办?? - 小红书
34,https://www.xiaohongshu.com/discovery/item/67f60cfb000000001c02d2fd?source=webshare&xhsshare=pc_web&xsec_token=ABCVElV9I2Gn-ULniHpEa3uKwQtGKetLlefLXIJ6U1Pc8=&xsec_source=pc_share,谈恋爱半年多，男朋友妈妈的一句话，让我有了分手的想法是我多想了吗 粉丝投稿：他妈明确对儿子说，别给女朋友花钱 我和男朋友谈了半年多，他家里人知道我和他谈恋爱之后，不让他给我花钱，我们都是大学生，我听着心里不舒服，就是遇到这种情况应该怎么办 我跟他吃饭时候，我让他告诉她妈，他处对象了，然后他就给说了，之前我没让他告诉，他家里人不知道，出去吃饭时候我就觉得处了半年多，应该了解了解他家里人对他谈女朋友有什么想法，他告诉他家里人有女朋友之后，他妈一直强调说，让他不要给我花钱，但是他爸没反对，说没钱了找他爸要，但是他妈说的话让我挺不舒服的 男朋友对我特别好，我是想过以后的，不是因为他对我好所以我才想跟他有以后，是他处理矛盾解决问题的态度很吸引我 我觉得能靠得住，特别喜欢他，想跟他有以后，他妈说不让给我花钱，我就不想跟他有以后了，我觉得要是真的结婚了，他妈说，儿子，别给你媳妇花钱#情感 #大学恋爱 #生活#情感问题 #求助 #值得为这句话烦恼吗？ - 小红书
36,https://www.xiaohongshu.com/discovery/item/67ce84da000000002900caf1?source=webshare&xhsshare=pc_web&xsec_token=ABRBso9qY8K3ubS3fk4utZnCR2tcwo6Db8IoZ6DzCY1Ug=&xsec_source=pc_share,和男友都是博士一年级男友暂时没有结婚想法 - 小红书
